content,nodeID,#ofWords,isLI,isH,FontSize,FontWeight,XxxRatio,ContainUrl,ContainColon,VisionLocation,Depth,#ofSibling,SiblingType,NextNodeType,LastNodeType,Concept,Country,Introduction,Month,Organisation,Total,NextIsLi,LastEndColon,LastLabel,Label
"'iPod Classic: Portable media player, currently available in a 160 GB model, first introduced in 2001.",'1-1-2-1-2-2-2-2-1-1-1-1-7-2-4-4,1,1,0,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'iPhone,'1-1-2-1-2-2-2-2-1-1-1-1-8-1,0,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main article: iPhone,'1-1-2-1-2-2-2-2-1-1-1-1-8-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'At the Macworld Conference & Expo in January 2007, Steve Jobs introduced the long-anticipated iPhone, a convergence of an Internet-enabled smartphone and iPod. The first-generation iPhone was released on June 29, 2007 for $499 (4 GB) and $599 (8 GB) with an AT&T contract. On February 5, 2008, it was updated to have 16 GB of memory, in addition to the 8 GB and 4 GB models. It combined a 2.5G quad band GSM and EDGE cellular phone with features found in handheld devices, running scaled-down versions of Apple's Mac OS X (dubbed iPhone OS, later renamed iOS), with various Mac OS X applications such as Safari and Mail. It also includes web-based and Dashboard apps such as Google Maps and Weather. The iPhone features a 3.5-inch (89 mm) touchscreen display, Bluetooth, and Wi-Fi (both ""b"" and ""g"").",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'At Worldwide Developers Conference (WWDC) on June 9, 2008, Apple announced the iPhone 3G. It was released on July 11, 2008, with a reduced price of $199 for the 8 GB version, and $299 for the 16 GB version. This version added support for 3G networking and assisted-GPS navigation. The flat silver back and large antenna square of the original model were eliminated in favor of a curved glossy black or white back. Software capabilities were improved with the release of the App Store, providing applications for download that were compatible with the iPhone. On April 24, 2009, the App Store surpassed one billion downloads. At WWDC on June 8, 2009, Apple announced the iPhone 3GS. It provided an incremental update to the device, including faster internal components, support for faster 3G speeds, video recording capability, and voice control.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'At WWDC on June 7, 2010, Apple announced the redesigned iPhone 4. It features a 960x640 display, the Apple A4 processor also used in the iPad, a gyroscope for enhanced gaming, 5MP camera with LED flash, front-facing VGA camera and FaceTime video calling. Shortly after its release, reception issues were discovered by consumers, due to the stainless steel band around the edge of the device, which also serves as the phone's cellular signal and Wi-Fi antenna. The issue was corrected by a ""Bumper Case"" distributed by Apple for free to all owners for a few months. In June 2011, Apple overtook Nokia to become the world's biggest smartphone maker by volume.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-4,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 4, 2011, Apple unveiled the iPhone 4S, which was first released on October 14, 2011. It features the Apple A5 processor, and is the first model offered by Sprint (joining AT&T and Verizon Wireless as the United States carriers offering iPhone models). On October 19, 2011, Apple announced an agreement with C Spire Wireless to sell the iPhone 4S with that carrier in the near future, marking the first time the iPhone was officially supported on a regional carrier's network. Another notable feature of the iPhone 4S was Siri voice assistant technology, which Apple had acquired in 2010, as well as other features, including an updated 8MP camera with new optics. Apple sold 4 million iPhone 4S phones in the first three days of availability.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-5,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On September 12, 2012, Apple introduced the iPhone 5. It added a 4-inch display, 4G LTE connectivity, and the upgraded Apple A6 chip, among several other improvements. Two million iPhones were sold in the first twenty-four hours of pre-ordering and over five million handsets were sold in the first three days of its launch.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-6,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'A patent filed in July 2013 revealed the development of a new iPhone battery system that uses location data in combination with data on the user's habits to moderate the handsets power settings accordingly. Apple is working towards a power management system that will provide features such as the ability of the iPhone to estimate the length of time a user will be away from a power source to modify energy usage and a detection function that adjusts the charging rate to best suit the type of power source that is being used.,'1-1-2-1-2-2-2-2-1-1-1-1-8-2-7,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In March 2013, one of the largest cellular phone companies in the United States, T-Mobile, announced that it would begin selling the iPhone 5 on April 12. The announcement of the iPhone came with the announcement that the company would begin implementing 4G cellular service for its users.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-8,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Upon the launch of the iPhone 5S and iPhone 5C, Apple sold over nine million devices in the first three days of its launch, which sets a new record for first-weekend smartphone sales. This was the first time that Apple has simultaneously launched two models and the inclusion of China in the list of markets contributed to the record sales result.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-9,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 15, 2013, U.S. Cellular, the United States fifth largest cell phone provider, announced that it would in fact begin to carry the iPhone. It is the last of the five major carriers, including AT&T, Verizon, Sprint, and T-Mobile to acquire the phone. The phone went on sale on November 8 at U.S. Cellular stores around the country. The finalization of a deal between Apple and China Mobile, the world's largest mobile network, was announced in late December 2013. The multi-year agreement provides iPhone access to over 760 million China Mobile subscribers.",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-10,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In a March 2014 interview, Ive used the iPhone as an example of Apple's ethos of creating high-quality, life-changing products, explaining that they are comparatively expensive due to the intensive effort that is used to make them:",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-11,2,0,0,1,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'We don’t take so long and make the way we make for fiscal reasons ... Quite the reverse. The body is made from a single piece of machined aluminium ... The whole thing is polished first to a mirror finish and then is very finely textured, except for the Apple logo. The chamfers [smoothed-off edges] are cut with diamond-tipped cutters. The cutters don’t usually last very long, so we had to figure out a way of mass-manufacturing long-lasting ones. The camera cover is sapphire crystal. Look at the details around the sim-card slot. It’s extraordinary!",'1-1-2-1-2-2-2-2-1-1-1-1-8-2-12,2,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Apple TV,'1-1-2-1-2-2-2-2-1-1-1-1-9-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main article: Apple TV,'1-1-2-1-2-2-2-2-1-1-1-1-9-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'At the 2007 Macworld conference, Jobs demonstrated the Apple TV, (previously known as the iTV), a set-top video device intended to bridge the sale of content from iTunes with high-definition televisions. The device links up to a user's TV and syncs, either via Wi-Fi or a wired network, with one computer's iTunes library and streams from an additional four. The Apple TV originally incorporated a 40 GB hard drive for storage, includes outputs for HDMI and component video, and plays video at a maximum resolution of 720p. On May 31, 2007 a 160 GB drive was released alongside the existing 40 GB model and on January 15, 2008 a software update was released, which allowed media to be purchased directly from the Apple TV.",'1-1-2-1-2-2-2-2-1-1-1-1-9-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In September 2009, Apple discontinued the original 40 GB Apple TV and now continues to produce and sell the 160 GB Apple TV. On September 1, 2010, alongside the release of the new line of iPod devices for the year, Apple released a completely redesigned Apple TV. The new device is 1/4 the size, runs quieter, and replaces the need for a hard drive with media streaming from any iTunes library on the network along with 8 GB of flash memory to cache media downloaded. Apple with the Apple TV has added another device to its portfolio that runs on its A4 processor along with the iPad and the iPhone. The memory included in the device is the half of the iPhone 4 at 256 MB; the same as the iPad, iPhone 3GS, third and fourth-generation iPod Touch.",'1-1-2-1-2-2-2-2-1-1-1-1-9-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'It has HDMI out as the only video out source. Features include access to the iTunes Store to rent movies and TV shows (purchasing has been discontinued), streaming from internet video sources, including YouTube and Netflix, and media streaming from an iTunes library. Apple also reduced the price of the device to $99. A third generation of the device was introduced at an Apple event on March 7, 2012, with new features such as higher resolution (1080p) and a new user interface.",'1-1-2-1-2-2-2-2-1-1-1-1-9-2-4,2,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Software,'1-1-2-1-2-2-2-2-1-1-1-1-10-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,0,2,I
'See also: List of Macintosh software,'1-1-2-1-2-2-2-2-1-1-1-1-10-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,2,I
"'Apple develops its own operating system to run on Macs, OS X, the latest version being OS X Mavericks (version 10.9). Apple also independently develops computer software titles for its OS X operating system. Much of the software Apple develops is bundled with its computers. An example of this is the consumer-oriented iLife software package that bundles iMovie, iPhoto and GarageBand. For presentation, page layout and word processing, iWork is available, which includes Keynote, Pages, and Numbers. iTunes, QuickTime media player, and Software Update are available as free downloads for both OS X and Windows.",'1-1-2-1-2-2-2-2-1-1-1-1-10-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple also offers a range of professional software titles. Their range of server software includes the operating system OS X Server; Apple Remote Desktop, a remote systems management application; and Xsan, a Storage Area Network file system. For the professional creative market, there is Aperture for professional RAW-format photo processing; Final Cut Pro, a video production suite; Logic Pro, a comprehensive music toolkit; and Motion, an advanced effects composition program.",'1-1-2-1-2-2-2-2-1-1-1-1-10-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple also offers online services with iCloud, which provides cloud storage and syncing for a wide range of data, including email, contacts, calendars, photos and documents. It also offers iOS device backup, and is able to integrate directly with third-party apps for even greater functionality. iCloud is the fourth generation of online services provided by Apple, and was preceded by MobileMe, .Mac and iTools, all which met varying degrees of success.",'1-1-2-1-2-2-2-2-1-1-1-1-10-2-4,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Corporate identity,'1-1-2-1-2-2-2-2-1-1-1-1-11-1-1,0,0,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,C
'Logo,'1-1-2-1-2-2-2-2-1-1-1-1-11-1-2,0,0,0,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,I
'See also: Typography of Apple Inc.,'1-1-2-1-2-2-2-2-1-1-1-1-11-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'""Apple logo"" redirects here. For the programming language, see Apple Logo.",'1-1-2-1-2-2-2-2-1-1-1-1-11-2-2,1,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'According to Steve Jobs, Apple was so named because Jobs was coming back from an apple farm, and he was on a fruitarian diet. He thought the name was ""fun, spirited and not intimidating"".",'1-1-2-1-2-2-2-2-1-1-1-1-11-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple's first logo, designed by Ron Wayne, depicts Sir Isaac Newton sitting under an apple tree. It was almost immediately replaced by Rob Janoff's ""rainbow Apple"", the now-familiar rainbow-colored silhouette of an apple with a bite taken out of it. Janoff presented Jobs with several different monochromatic themes for the ""bitten"" logo, and Jobs immediately took a liking to it. While Jobs liked the logo, he insisted it be in color to humanize the company. The logo was designed with a bite so that it would not be confused with a cherry. The colored stripes were conceived to make the logo more accessible, and to represent the fact the Apple II could generate graphics in color. This logo is often erroneously referred to as a tribute to Alan Turing, with the bite mark a reference to his method of suicide. Both Janoff and Apple deny any homage to Turing in the design of the logo.",'1-1-2-1-2-2-2-2-1-1-1-1-11-2-4,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On August 27, 1999 (the following year after the iMac G3 was introduced), Apple officially dropped the rainbow scheme and began to use monochromatic themes, nearly identical in shape to its previous rainbow incarnation, on various products, packaging and advertising. An Aqua-themed version of the monochrome logo was used from 1999 to 2003, and a Glass-themed version was used from 2007 to 2013. With the release of iOS 7 and OS X Mavericks in fall of 2013, the logo appears flat and white with no glossy effects.",'1-1-2-1-2-2-2-2-1-1-1-1-11-2-5,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Steve Jobs and Steve Wozniak were Beatles fans, but Apple Inc. had trademark issues with Apple Corps Ltd., a multimedia company started by the Beatles in 1967, involving their name and logo. This resulted in a series of lawsuits and tension between the two companies. These issues ended with settling of their most recent lawsuit in 2007.",'1-1-2-1-2-2-2-2-1-1-1-1-11-2-6,2,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Advertising,'1-1-2-1-2-2-2-2-1-1-1-1-12-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main articles: Apple Inc. advertising and List of Apple Inc. slogans,'1-1-2-1-2-2-2-2-1-1-1-1-12-2-1,1,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple's first slogan, ""Byte into an Apple"", was coined in the late 1970s. From 1997–2002, the slogan ""Think Different"" was used in advertising campaigns, and is still closely associated with Apple. Apple also has slogans for specific product lines — for example, ""iThink, therefore iMac"" was used in 1998 to promote the iMac, and ""Say hello to iPhone"" has been used in iPhone advertisements. ""Hello"" was also used to introduce the original Macintosh, Newton, iMac (""hello (again)""), and iPod.",'1-1-2-1-2-2-2-2-1-1-1-1-12-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Since the introduction of the Macintosh in 1984 with the 1984 Super Bowl commercial to the more modern 'Get a Mac' adverts, Apple has been recognized in the past for its efforts towards effective advertising and marketing for its products, though its advertising was criticized for the claims made by some later campaigns, particularly the 2005 Power Mac ads and iPhone ads in Britain.",'1-1-2-1-2-2-2-2-1-1-1-1-12-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple's product commercials gained fame for launching musicians into stardom as a result of their eye-popping graphics and catchy tunes. First, the company popularized Canadian singer Feist's ""1234"" song in its ad campaign. Later, Apple used the song ""New Soul"" by French-Israeli singer-songwriter Yael Naïm to promote the MacBook Air. The debut single shot to the top of the charts and sold hundreds of thousands of copies in a span of weeks.",'1-1-2-1-2-2-2-2-1-1-1-1-12-2-4,2,0,0,1,0,0,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Brand loyalty,'1-1-2-1-2-2-2-2-1-1-1-1-13-1,0,0,0,1,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'See also: Criticism of Apple Inc.#Comparison with a cult/religion,'1-1-2-1-2-2-2-2-1-1-1-1-13-2,0,0,0,1,0,2,1,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'""The scenes I witnessed at the opening of the new Apple store in London's Covent Garden were more like an evangelical prayer meeting than a chance to buy a phone or a laptop.""",'1-1-2-1-2-2-2-2-1-1-1-2-1-1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
"'–Alex Riley, writing for the BBC",'1-1-2-1-2-2-2-2-1-1-1-2-1-2,0,0,0,0,0,2,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
"'Apple's brand loyalty is considered unusual for any product. At one time, Apple evangelists were actively engaged by the company, but this was after the phenomenon was already firmly established. Apple evangelist Guy Kawasaki has called the brand fanaticism ""something that was stumbled upon,"" while Ive explained in 2014 that ""People have an incredibly personal relationship"" with Apple's products.",'1-1-2-1-2-2-2-2-1-1-1-2-2,2,0,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'Apple supports the continuing existence of a network of Mac User Groups in many areas where Mac computers are available. Mac users previously meet at the European Apple Expo and the San Francisco Macworld Conference & Expo trade shows, where Apple traditionally introduced new products each year, to both the industry and public, until Apple pulled out of both events—the conferences continue, but Apple is not officially represented at either event. Mac developers, in turn, continue to gather at the annual Apple Worldwide Developers Conference.",'1-1-2-1-2-2-2-2-1-1-2-1-1,2,0,0,1,0,2,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple Store openings can draw crowds of thousands, with some waiting in line as much as a day before the opening or flying in from other countries for the event. The New York City Fifth Avenue ""Cube"" store had a line as long as half a mile; a few Mac fans took the opportunity of the setting to propose marriage. The Ginza opening in Tokyo was estimated in the thousands with a line exceeding eight city blocks.",'1-1-2-1-2-2-2-2-1-1-2-1-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'John Sculley told The Guardian newspaper in 1997: ""People talk about technology, but Apple was a marketing company. It was the marketing company of the decade."" Research in 2002 by NetRatings indicate that the average Apple consumer was usually more affluent and better educated than other PC company consumers. The research indicated that this correlation could stem from the fact that on average Apple Inc. products are more expensive than other PC products.",'1-1-2-1-2-2-2-2-1-1-2-1-3,2,0,0,1,0,0,1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In response to a query about the devotion of loyal Apple consumers, Ive responded:",'1-1-2-1-2-2-2-2-1-1-2-1-4,1,0,0,1,0,2,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'What people are responding to is much bigger than the object. They are responding to something rare — a group of people who do more than simply make something work, they make the very best products they possibly can. It’s a demonstration against thoughtlessness and carelessness.",'1-1-2-1-2-2-2-2-1-1-2-1-5,2,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Corporate affairs,'1-1-2-1-2-2-2-2-1-1-2-2-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,C
"'See also: List of mergers and acquisitions by Apple, Braeburn Capital, and FileMaker Inc.",'1-1-2-1-2-2-2-2-1-1-2-2-2-1,1,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,I
"'During the Mac's early history Apple generally refused to adopt prevailing industry standards for hardware, instead creating their own. This trend was largely reversed in the late 1990s beginning with Apple's adoption of the PCI bus in the 7500/8500/9500 Power Macs. Apple has since adopted USB, AGP, HyperTransport, Wi-Fi, and other industry standards in its computers and was in some cases a leader in the adoption of standards such as USB. FireWire is an Apple-originated standard that has seen widespread industry adoption after it was standardized as IEEE 1394.",'1-1-2-1-2-2-2-2-1-1-2-2-2-2,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Ever since the first Apple Store opened, Apple has sold third-party accessories. For instance, at one point Nikon and Canon digital cameras were sold inside the store. Adobe, one of Apple's oldest software partners, also sells its Mac-compatible software, as does Microsoft, who sells Microsoft Office for the Mac. Books from John Wiley & Sons, who publishes the For Dummies series of instructional books, are a notable exception, however. The publisher's line of books were banned from Apple Stores in 2005 because Steve Jobs disagreed with their decision to publish an unauthorized Jobs biography, iCon. After the launch of the iBookstore, Apple stopped selling physical books, both online and at the Apple Retail Stores.",'1-1-2-1-2-2-2-2-1-1-2-2-2-3,2,0,0,1,0,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Headquarters,'1-1-2-1-2-2-2-2-1-1-2-3-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,2,I
'Main article: Apple Campus,'1-1-2-1-2-2-2-2-1-1-2-3-2-1,0,0,0,1,0,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'Apple Inc.'s world corporate headquarters are located in the middle of Silicon Valley, at 1–6 Infinite Loop, Cupertino, California. This Apple campus has six buildings that total 850,000 square feet (79,000 m) and was built in 1993 by Sobrato Development Cos.",'1-1-2-1-2-2-2-2-1-1-2-3-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'In 2006, Apple announced its intention to build a second campus on 50 acres (200,000 m) assembled from various contiguous plots (east of N Wolfe Road between Pruneridge Avenue and Vallco Parkway). Later acquisitions increased this to 175 acres. The new campus, also in Cupertino, will be about 1 mile (1.6 km) east of the current campus. The new campus building will be designed by Norman Foster.",'1-1-2-1-2-2-2-2-1-1-2-3-2-3,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On October 15, 2013 it was announced that the Cupertino City Council has approved the proposed ""spaceship"" design campus. On June 7, 2011, Steve Jobs gave a presentation to Cupertino City Council, detailing the architectural design of the new building and its environs. The new campus is planned to house up to 13,000 employees in one central four-storied circular building (with a café for 3,000 sitting people integrated) surrounded by extensive landscape (with parking mainly underground and the rest centralized in a parking structure). The new campus will be built on the former HP headquarters, next to Interstate 280. The morning of the announcement, Apple CEO Tim Cook tweeted ""Our home for innovation and creativity for decades to come. Cupertino City Council Gives Unanimous Approval for Apple's New Campus."" The 2.8 million square foot facility, which will include Steve Jobs's original designs for a fitness center and corporate auditorium will be able to house 14,000 employees and will have enough parking to accommodate almost all of them.",'1-1-2-1-2-2-2-2-1-1-2-3-2-4,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple's headquarters for Europe, the Middle East and Africa (EMEA) are located in Cork in the south of Ireland. The facility, which opened in 1980, was Apple's first location outside of the United States. Apple Sales International, which deals with all of Apple's international sales outside of the USA, is located at Apple's campus in Cork along with Apple Distribution International, which similarly deals with Apple's international distribution network.",'1-1-2-1-2-2-2-2-1-1-2-3-2-5,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'On April 20, 2012, Apple announced the addition of 500 new jobs to its European headquarters. This will bring the total workforce from around 2,800 to 3,300 employees. The company will build a new office block on its Hollyhill Campus to accommodate the additional staff.",'1-1-2-1-2-2-2-2-1-1-2-3-2-6,2,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Corporate culture,'1-1-2-1-2-2-2-2-1-1-2-4-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
"'Apple was one of several highly successful companies founded in the 1970s that bucked the traditional notions of what a corporate culture should look like in organizational hierarchy (flat versus tall, casual versus formal attire, etc.). Other highly successful firms with similar cultural aspects from the same period include Southwest Airlines and Microsoft. Originally, the company stood in opposition to staid competitors like IBM by default, thanks to the influence of its founders; Steve Jobs often walked around the office barefoot even after Apple was a Fortune 500 company. By the time of the ""1984"" TV ad, this trait had become a key way the company attempted to differentiate itself from its competitors. According to a 2011 report in Fortune, this has resulted in a corporate culture more akin to a startup rather than a multinational corporation.",'1-1-2-1-2-2-2-2-1-1-2-4-2-1,2,0,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,2,I
"'As the company has grown and been led by a series of chief executives, each with his own idea of what Apple should be, some of its original character has arguably been lost, but Apple still has a reputation for fostering individuality and excellence that reliably draws talented people into its employ. This was especially after Jobs's return. To recognize the best of its employees, Apple created the Apple Fellows program, awarding individuals who made extraordinary technical or leadership contributions to personal computing while at the company. The Apple Fellowship has so far been awarded to a few individuals including Bill Atkinson, Steve Capps, Rod Holt, Alan Kay, Guy Kawasaki, Al Alcorn, Don Norman, Rich Page, and Steve Wozniak.",'1-1-2-1-2-2-2-2-1-1-2-4-2-2,2,0,0,1,0,2,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Apple is also known for strictly enforcing accountability. Each project has a ""directly responsible individual,"" or ""DRI"" in Apple jargon. As an example, when iOS senior vice president Scott Forstall refused to sign Apple's official apology for numerous errors in the redesigned Maps app, he was forced to resign.",'1-1-2-1-2-2-2-2-1-1-2-4-2-3,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
'Numerous employees of Apple have cited that projects without Jobs's involvement often took longer than projects with his involvement.,'1-1-2-1-2-2-2-2-1-1-2-4-2-4,1,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'At Apple, employees are specialists who are not exposed to functions outside their area of expertise. Jobs saw this as a means of having best-in-class employees in every role. For instance, Ron Johnson who was Senior Vice President of Retail Operations until November 1, 2011, was responsible for site selection, in-store service, and store layout, yet he had no control of the inventory in his stores (which is done company wide by then-COO and now CEO Tim Cook who has a background in supply-chain management). This is the opposite of General Electric's corporate culture which has created well-rounded managers.",'1-1-2-1-2-2-2-2-1-1-2-4-2-5,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Under the leadership of Tim Cook who joined the company in 1998 and ascended to his present position as CEO, Apple has developed an extremely efficient and effective supply chain which has been ranked as the world's best for the four years 2007–2010. The company's manufacturing, procurement and logistics enables it to execute massive product launches without having to maintain large, profit-sapping inventories; Apple's profit margins have been 40 percent compared with 10–20 percent for most other hardware companies in 2011. Cook's catchphrase to describe his focus on the company's operational edge is “Nobody wants to buy sour milk”.",'1-1-2-1-2-2-2-2-1-1-2-4-2-6,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'The company previously advertised its products as being made in America up to the late 1990s, however as a result of outsourcing initiatives in the 2000s almost all of its manufacturing is now done abroad. According to a report by the New York Times, Apple insiders ""believe the vast scale of overseas factories as well as the flexibility, diligence and industrial skills of foreign workers have so outpaced their American counterparts that “Made in the U.S.A.” is no longer a viable option for most Apple products"".",'1-1-2-1-2-2-2-2-1-1-2-4-2-7,2,0,0,1,0,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,2,I
"'Unlike other major US companies, Apple has a relatively simple compensation policy for executives, which does not include perks that other CEOs enjoy such as country club fees and private use of company aircraft. The company usually grants stock options to executives every other year.",'1-1-2-1-2-2-2-2-1-1-2-4-2-8,2,0,0,1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,1,0,0,0,2,I
"'A media article published in July 2013 provided details about Apple's ""At-Home Apple Advisors"" customer support program that serves as the corporation's call center. The advisors are employed within the U.S. and work remotely after undergoing a four-week training program that also serves as a testing period. The advisors earn between US$9 and $12 per hour, and receive intensive management to ensure a high quality of customer support.",'1-1-2-1-2-2-2-2-1-1-2-4-2-9,2,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,2,I
'Employee relations,'1-1-2-1-2-2-2-2-1-1-2-5-1,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
'Main article: High-Tech Employee Antitrust Litigation,'1-1-2-1-2-2-2-2-1-1-2-5-2-1,0,0,0,1,0,2,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,I
'A class-action lawsuit alleging that the company suppressed employee compensation has been filed against Apple in a California federal district court.,'1-1-2-1-2-2-2-2-1-1-2-5-2-2,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,I
'Litigation,'1-1-2-1-2-2-2-2-1-1-2-6-1,0,0,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,I
